chr.type,chr,loc.name,pos,mQTL.asymp.p,vQTL.asymp.p,mvQTL.asymp.p
A,2,mmp183,1835.7,0.6133618732018128,0.4453274371355077,0.7299110125205633
A,2,gpm926i,1840.56,0.7916192724219757,0.9276324102709244,0.9658566241960842
A,2,bnl17.14,1843.6,0.8447141237248942,0.671466875822123,0.8904073987172119
A,2,lim104,1847.6,0.9992075677265413,0.5344037685087611,0.91287540909293
A,2,chr106b,1849.2,0.9999850904655243,0.8861979838103173,0.9969733322122223
A,2,nfa103b,1849.21,0.999985277983386,0.8861946367947862,0.9969739770100752
A,2,ufg55,1852.11,0.9864653993882393,0.8103245702044166,0.9774501615710505
A,2,AY109586,1854.21,0.24447072602790296,0.8640518294577271,0.4094353033349941
A,2,umc1696,1857.41,0.10879840970109284,0.9998885766348031,0.4087252576043213
A,2,AY106674,1866.13,0.9999998726159511,0.48473302252516726,0.8973276422837073
A,2,AY111236,1866.41,0.17613745620110838,0.5709637171220299,0.40685562144184084
A,3,gpm257n,1870,0.04010131557233533,0.405573778511665,0.11468088892697774
A,3,IDP125,1870.7,0.01413551869443151,0.9906775415961684,0.061006869633228884
A,3,gpm916d,1870.9,0.3549351280152435,0.2559486504972804,0.33226261732699586
A,3,umc2118,1871,0.38027167157139463,0.46363656336527737,0.4365370247277108
A,3,umc1931,1875.6,0.3779719553332271,0.40736306642310544,0.4314883662829009
A,3,umc1746,1877.1,0.4111047719538138,0.9210436110767366,0.7482092419132593
A,3,gpm257s,1878.5,0.12076944911253645,0.20477792566684244,0.18639013657489628
A,3,umc1780,1881.2,0.27661989461817527,0.9991500393469368,0.7444689591580336
A,3,AY106313,1881.4,0.3579825745698233,0.3748178926443943,0.4059473910166014
A,3,bnl8.15,1881.41,0.355309039287342,0.43719492981224717,0.450944889797243
A,3,IDP703,1883.43,0.3981790449460687,0.9005006193878164,0.721505741401079
A,3,IDP394,1890.52,0.5220997270655904,0.7889289958935755,0.8047447719138014
A,3,umc1394,1891.81,0.28976799962259586,0.7776726815392564,0.583399844354888
A,3,umc1970,1898.21,0.4888271265050534,0.9890311784128818,0.8978577041409945
A,3,IDP3785,1898.48,0.5605720459224881,0.7119146896655438,0.8097283345845465
A,3,umc2071,1899.21,0.4155352594979419,0.3854060091368357,0.540539828260527
A,3,asg64,1899.61,0.9263601572361355,0.9979391822306128,0.9987755798120133
A,3,mmp158a,1901.81,0.05427764087676839,0.24013623018979446,0.11650557326001378
A,3,AY112199,1904.79,0.9725837903073372,0.9668180238546721,0.99806934149168
A,3,umc1892,1905.51,0.7697754138401108,0.9468609985045027,0.9649334208135236
A,3,php20905,1907.21,0.6643971209180513,0.8302792844424867,0.9023825492273718
A,3,umc2049,1908.71,0.8851895500698493,0.9363360283108817,0.9818909662498664
A,3,mmp38,1912.61,0.3516053948738823,0.997860053702341,0.813233917612529
A,3,gpm668e,1912.81,0.25538771973882085,0.9938879469954016,0.7125115793952831
A,3,umc121,1924.31,0.8464058296112484,0.013000670822030403,0.08522860798690947
A,3,gpm713,1926.77,0.06873998131426624,0.44189898283722207,0.19928762579189255
A,3,asg30c,1928.01,0.38431338419788585,0.51437152653117435,0.5834789009980169
A,3,csu32a,1930.01,0.45243780378726206,0.816069402848701,0.7568045368283516
A,3,umc1458,1937.21,0.8207684346652268,0.41444511358972114,0.7371089687287222
A,3,gpm770,1938.67,0.9719577916011909,0.03807097594454402,0.19023837835043655
A,3,gpm336b,1938.92,0.8247903805485625,0.22128109660638606,0.5847369398119446
A,3,IDP3906,1942.08,0.6022575797897696,0.011739692839317846,0.05383642827712337
A,3,bnlg1325,1943.28,0.9996132969141687,0.002311581594656537,0.03285575369913548
A,3,bnlg1144,1947.01,0.9995405198909506,0.0021613469117860986,0.031186936771688774
A,3,gpm783,1953.62,0.8871863761464889,0.39162260857167125,0.7381954171336799
A,3,gpm854,1960.35,0.26369494229346085,0.3743567303978629,0.25738114834568065
A,3,gpm648,1965.41,0.997452566263777,0.09495736557717818,0.4404322274295677
A,3,bnlg1647,1973.31,0.9766379529341257,5.6832797155550365e-5,0.0015815926332848624
A,3,lim66,1994.81,0.5519185006568575,0.01979065911366078,0.03772708636287509
A,3,umc2258,1997.81,0.3871712095935185,0.03561628873482971,0.0445108596795345
A,3,bnlg1447,1999.41,0.38563286638822863,0.035463241343720545,0.04415923842898804
A,3,umc2259,2001.71,0.34441350942013854,0.0027458445520216865,0.007135326192251262
A,3,mmp79,2009.31,0.6094706060009436,0.6709121781383882,0.6718247645619098
A,3,gpm547a,2010.18,0.9186183791855579,0.7613204234192684,0.9342947830261975
A,3,mmp186,2015.31,0.7985688609710687,0.711075520590319,0.8637032949840611
A,3,gpm580b,2017.5,0.92406855405245,0.6956334715085214,0.9141208303261662
A,3,gpm423a,2017.7,0.9425919809391679,0.63990689897755,0.8901564945618556
A,3,asg48a,2022.71,0.4914073915961356,0.99726448093703,0.8821617266411831
A,3,bnl8.35a,2023.41,0.48517783331005837,0.9972471987959297,0.8788799236479948
A,3,npi276a,2024.01,0.5864243377888898,0.9624659450573647,0.8754951586904153
A,3,uaz159b,2027.31,0.024859378125759096,0.03087912683072984,0.027996776452411828
A,3,umc1030,2029.01,0.6513719664117895,0.2561138159242818,0.5157409896314853
A,3,gpm810a,2029.72,0.06764502311458628,0.28768224874679604,0.06744980534978837
A,3,gpm420c,2031.65,0.8216106748050125,0.31174378332058567,0.6418635339813599
A,3,umc1772,2033.51,0.2875976947769372,0.07332383316544239,0.20871091881690695
A,3,npi446,2033.81,0.4288345257373657,0.145914179437527,0.34512890586944317
A,3,IDP697,2033.83,0.7124688916851961,0.10085582820378709,0.3215801432711271
A,3,umc2000,2036.91,0.28101224835910416,0.057775429120633534,0.11045006060990856
A,3,umc1608,2038.01,0.5379315426033204,0.0131885767388268,0.06495723825198521
A,3,gpm320d,2040.36,0.7501247863759916,0.1063504701693381,0.36426013521648337
A,3,umc2158,2046.61,0.9627440073925502,0.17453866508483454,0.4813152846849801
A,3,umc1495,2047.41,0.691982641618616,0.13117691856370162,0.33989810068374604
A,3,nfc104c,2050.23,0.8496155542638569,0.28159029688216985,0.6060228088983167
A,3,umc1392,2051.11,0.7738347790414273,0.04334461763330231,0.15887278582911196
A,3,umc2033,2051.71,0.6606342496206197,0.015396395783099245,0.1037256731689587
A,3,IDP1475,2053.06,0.9991700720563743,0.14281780019090895,0.5425570671896512
A,3,IDP1455,2053.07,0.9991421666787857,0.14473729735107313,0.5466639299402324
A,3,haf101,2053.51,0.9883552858134106,0.20853133451715228,0.5775582502397596
A,3,psr754b,2056.02,0.9936277635841925,0.7636980556508963,0.9848368760121246
A,3,umc1742,2059.02,0.9948199412969768,0.6758345374909722,0.9657676225150468
A,3,umc2117a,2060.22,0.99018953949595,0.25227354795039325,0.6573506238935204
A,3,IDP2374,2060.23,0.9901700702325346,0.25022130336105763,0.6547945048068231
A,3,bnlg1113,2060.83,0.9901518468063384,0.25045131846507634,0.6550233223261224
A,3,IDP1460,2061.13,0.965371198447126,0.1860252938290718,0.6077456451103264
A,3,gpm780a,2061.63,0.9918644811548514,0.3359084982978452,0.7767139549833936
A,3,IDP154,2062.05,0.9997774456542264,0.19189289852480013,0.6294821028013013
A,3,bnlg1638,2063.13,0.8789757941993936,0.8673830642643781,0.9617268159684061
A,3,gpm289a,2063.66,0.7443753962501096,0.34089624633522336,0.669523923378525
A,3,mmp144a,2066.93,0.9469788930329478,0.23993137689988184,0.6369990439825551
A,3,mmp36,2073.43,0.9907675718468754,0.10212974605910184,0.4479858913980028
A,3,IDP94,2075.63,0.9991409455720225,0.016805532452226844,0.143977142412583
A,3,IDP2443,2080.43,0.9990991890129983,0.008492176569341849,0.08912263805651227
A,3,mmc0312a,2082.73,0.9746742339816292,0.5616343687585172,0.8977434658085641
A,3,umc1908,2083.63,0.9800687458370863,0.2388763439991289,0.6333872311452773
A,3,npi247,2083.83,0.98562676342124,0.44799055968629503,0.7836309743755074
A,3,php20509,2084.73,0.7475039686724452,0.990796424670405,0.9661346713333702
A,3,ufg44,2084.93,0.890597557962848,0.9222829220854718,0.9770872486547426
A,3,mmp69,2085.63,0.9960222926866544,0.38798855008119776,0.8388557725195348
A,3,AY109870,2089.53,0.9337537153514832,0.41452203459306763,0.8131876928078066
A,3,AY107193,2093.03,0.9654460800525724,0.23743935796996707,0.6134361783851964
A,3,gpm210,2093.05,0.9600917960215696,0.22523605634196106,0.5905281783197395
A,3,IDP370,2093.39,0.5532989872256366,0.9501559755140601,0.8312891176910318
A,3,gpm598,2093.46,0.6235318592670638,0.948288369106337,0.8444187971515527
A,3,rz382a,2094.13,0.9763921572776679,0.028493464606607222,0.18678678690751588
A,3,bnlg1816,2096.93,0.2966724227761805,0.32814384649585693,0.3982815388167475
A,3,umc2263,2097.83,0.6344571880739329,0.16079623806461354,0.3443874508121348
A,3,umc1504,2098.23,0.52922279242161685,0.3992046063355752,0.5869244439244035
A,3,mmp29,2098.53,0.20185682070671632,0.5012908532089084,0.3919644802520796
A,3,rz244b.d,2100.13,0.7143189497194719,0.017247410854770325,0.08979801163611684
A,3,IDP2431,2101.53,0.8797469286505475,0.1699893999577431,0.4220677561508968
A,3,umc1900,2102.43,0.14687415244246216,0.9070242358793128,0.5003638033269885
A,3,gpm462,2102.66,0.22375112254724255,0.8651460430643411,0.6262954372073257
A,3,umc1223,2104.43,0.3156737721068638,0.9811189624436354,0.7616646470189906
A,3,gpm236,2106.02,0.19484231687234224,0.2591500118041343,0.37077839744814634
A,3,gpm509,2106.67,0.062109589905406784,0.9836856530153835,0.18877962901180698
A,3,gpm267,2107.77,0.4879278989379567,0.37407079418164557,0.6486156334629409
A,3,AY110403,2108.13,0.7715565367696253,0.8886063650306117,0.947053611915526
A,3,gpm766,2109.71,0.37210255587319524,0.599349021494079,0.6916972234096419
A,3,chr110a,2109.97,0.44073730301904734,0.8171747339493268,0.8102821800359193
A,3,gpm848a,2110.11,0.10891799565717512,0.7657253988101795,0.1545995747499542
A,3,gpm639,2110.33,0.09393384222137643,0.9867919487730891,0.4351423127496415
A,3,AY110297,2114.73,0.17704229565573018,0.7590289606357141,0.4370861348652737
A,3,IDP2576a,2117.37,0.6567697973073596,0.0018552344773642812,0.013852915556392476
A,3,IDP3771,2117.53,0.6483278604997611,0.031687930056590034,0.12877265625289064
A,3,IDP2435,2117.76,0.47690049911724236,0.07450588940387844,0.1702497163441467
A,3,umc1968,2120.43,0.21100466994691225,0.29140111113051237,0.2449440208233873
A,3,AY111333,2122.57,0.012680749997625387,0.3151358222576468,0.041720528749803525
A,3,AY110151,2124.63,0.3570707650877881,0.20928082771382267,0.33218228352327256
A,3,umc1920,2128.43,0.300729872484774,0.22530139041816574,0.2729084132544013
A,3,php20511,2130.33,0.3369459558154026,0.19953087442952813,0.2711909240079866
A,3,umc2264,2131.13,0.04857300398856167,0.27607287638973343,0.08562867642260087
A,3,umc1449,2139.43,0.9522408179852206,0.0916915444362399,0.38922162883506745
A,3,gpm515b,2143.48,0.7313438490888072,0.17065115220084745,0.44883825400422184
A,3,hac101a,2146.63,0.9692842390992609,0.2665822001378797,0.6953118695301403
A,3,umc1527,2149.33,0.6699444189286972,0.8206019036483461,0.8663147698866623
A,3,umc1773,2150.43,0.9470874119469622,0.3282083811602919,0.7430380797702025
A,3,psr628,2150.63,0.5284542098772717,0.559809854358563,0.676519934990127
A,3,jpsb527a,2153.93,0.943221509251799,0.023183505185179223,0.16303056767537316
A,3,gpm835e,2156.26,0.9984212524094069,0.6647194948481591,0.9588754235134822
A,3,IDP1693,2158.96,0.9980023562283549,0.5088699630827355,0.9133029575530617
A,3,umc2002,2160.63,0.9841005092276129,0.9934876871317738,0.9997564028043093
A,3,IDP685,2161.53,0.9836719976503755,0.5652288495655607,0.920948848572458
A,3,IDP288,2162.9,0.9892265827542112,0.5585039392787976,0.923361737448033
A,3,gpm150a,2163.32,0.9407622502674582,0.25451064425403574,0.6859071777559601
A,3,gpm332,2165.42,0.7051668433883124,0.926643999336969,0.9407185518014706
A,3,gpm542a,2166.02,0.4699125926434661,0.826038227046779,0.7757389192484923
A,3,umc102a,2167.93,0.5367329217225748,0.24728100898566474,0.5861125263018516
A,3,umc1174,2169.23,0.6549388009629031,0.2194886300242536,0.5667448792579941
A,3,umc1600,2171.03,0.9424918627587637,0.3196227919652418,0.7370566495933513
A,3,IDP869,2171.1,0.9424841438415236,0.3192303978971288,0.73669235382462
A,3,mmp80,2173.73,0.2440301483089327,0.49082474961992634,0.474948559231874
A,3,IDP138,2175.2,0.9269090340240531,0.6909972745395733,0.9143316925319072
A,3,umc1693a,2175.83,0.388192744803459,0.7441400128890848,0.6177470473348319
A,3,bnlg1601,2176.13,0.3261021711836675,0.7057006200437106,0.683767980658134
A,3,gpm829,2176.75,0.32625007665286493,0.7058806542801724,0.6841296010403464
A,3,IDP1698,2177.2,0.14126210040851286,0.075335544312326,0.09141567983474062
A,3,IDP1433,2177.79,0.23364641523590296,0.36064226669845834,0.39193218831421794
A,3,gpm158,2177.9,0.20056366672856102,0.27551689280153824,0.32314484190383297
A,3,rz296b,2179.53,0.08756909224528515,0.9939923653884705,0.4096559599574595
A,3,gpm297,2181.77,0.34409873746007563,0.6940160190231225,0.659595566392833
A,3,gpm140,2181.89,0.3481636651737328,0.6927729045323141,0.6600048508327643
A,3,gpm28b,2182.01,0.3518047917170024,0.6818067674177559,0.656365456126706
A,3,gpm215,2182.71,0.23526545437925542,0.6040306419805385,0.5519581695977204
A,3,gpm859,2182.72,0.23530170810838089,0.604166115845378,0.5520511553912046
A,3,chr109b,2182.84,0.237859428161599,0.6081921612413522,0.5567001423775144
A,3,umc1102,2182.85,0.3793027278531795,0.6954504752528778,0.6308810703050354
A,3,gpm628,2182.99,0.18831725230551913,0.40072936429548683,0.41450224892000576
A,3,gpm271,2183,0.20715561896672693,0.4322125711429008,0.4560981810755
A,3,bnlg1035,2183.46,0.09777323354061761,0.8503913640640307,0.36595858382575086
A,3,AY110352,2185.46,0.13462366795879502,0.8652015772225341,0.4440242791534256
A,3,gpm110,2185.47,0.13177615637723686,0.8575447919890968,0.440138621004191
A,3,mmc0022,2188.27,0.24643673442581032,0.48836941331900674,0.39114129013086923
A,3,php20508,2188.47,0.2524907214841956,0.017735915719661096,0.029201957663028164
A,3,umc1167,2189.27,0.11539694113529306,0.2098527088268379,0.14082845601317887
A,3,gpm24,2194.59,0.34703494051947087,0.3223977939579399,0.30858790234716377
A,3,gpm847,2194.6,0.34973432671783367,0.318164794991605,0.3072365827880853
A,3,IDP4031,2195.19,0.4431794716182078,0.03255918988973211,0.07214012909316218
A,3,umc1501,2195.48,0.7261513539226951,0.14120276294307357,0.29958012374003545
A,3,IDP474,2195.49,0.725201296450388,0.1456598792658975,0.30607816687080003
A,3,AY112215,2196.29,0.29029754649749007,0.5305168406518695,0.3414999517776231
A,3,IDP3883,2196.77,0.6487883669655689,0.19667060464510328,0.31146126010796893
A,3,IDP2414,2197.1,0.7347886954388902,0.009234498692223486,0.034940152374406556
A,3,psr119a,2197.99,0.7196465190030532,0.18682357003661992,0.17803835146959437
A,3,gpm370,2200.06,0.6140099409145933,0.48958964548666023,0.6187695737302451
A,3,cdo105,2200.69,0.6250882876321765,0.5294909195023898,0.6500549307946422
A,3,AY111507,2201.39,0.7370404532359596,0.48827173842631594,0.6023433899438853
A,3,AY111541,2204.69,0.3768450584050109,0.5479955218301878,0.381892177571828
A,3,IDP277,2213.88,0.915177229135273,0.06259886154443117,0.26881351944996507
A,3,umc26a,2214.29,0.9183698043924734,0.09626655022088876,0.3542272852334264
A,3,IDP3796,2214.3,0.9181737348713664,0.09568218993488717,0.35284172565042304
A,3,myb2,2216.9,0.9529432834011731,0.14537979592558817,0.42062217576597855
A,3,IDP1974,2219.93,0.9592609281848452,0.0066212210706550634,0.052286016018601035
A,3,gpm789a,2221.06,0.7494878833504289,0.032510973436008825,0.13349409436354184
A,3,umc2265,2224.1,0.9081286691193248,0.0038942293987586436,0.034969034444782006
A,3,gpm402b,2224.45,0.9988453041409581,0.10020727518070847,0.43703888538565794
A,3,gpm375a,2224.86,0.3054410128614969,0.2632983073247541,0.12634147162496884
A,3,sps2,2228.4,0.9429812585396503,0.25264804524959866,0.6489463558728612
A,3,csu636,2231.2,0.6710299229877335,0.20193226417046845,0.3827085064968049
A,3,umc1973,2241.5,0.7480243742356081,0.028940152616322497,0.14063447566025725
A,3,IDP667,2241.96,0.8249160218159545,0.014897139128621055,0.10053933373648227
A,3,IDP3838,2244.59,0.8040618257235554,0.074040726240332,0.2846650927017766
A,3,AY106230,2248,0.4111254684449624,0.08790259350880297,0.1770583518305846
A,3,gpm397a,2252.28,0.2707998023664384,0.0629684762824117,0.08929815692485144
A,3,AY111296,2255,0.3516986313262603,0.08445405728359826,0.14804445021528834
A,3,AI770873,2258.2,0.4335987653735428,0.04835604100480394,0.09361956735591599
A,3,mmp184,2259.2,0.5584244479750532,0.07327168147878274,0.2118647382266872
A,3,npi296,2259.8,0.3479675787774108,0.11993509202046335,0.2089868662576042
A,3,umc1539,2260.4,0.5458432430355696,0.007636655487004832,0.036577964788446785
A,3,IDP1434,2260.61,0.5811017933824975,0.011683521894955185,0.056963651889426224
A,3,bnl5.37b,2260.9,0.4409662866348789,0.05260801127524275,0.1363793975020915
A,3,umc1311,2264.9,0.20496320171176213,0.07386250013969892,0.09392007023408544
A,3,umc1730,2268.5,0.335295094924095,0.04068290430496877,0.09233712404094131
A,3,gpm325b,2268.6,0.5206923060506341,0.008352787976420053,0.043225531902772556
A,3,gpm249a,2268.84,0.3401518050105937,0.004707904948209123,0.019796228236489032
A,3,umc1027,2271.3,0.3531607176349656,4.354279527060106e-4,0.0024021756809148153
A,3,lim486,2275.4,0.3363287482767899,0.0010235494630121112,0.0041930467088625
A,3,IDP73,2279.93,0.4771358615259779,2.630279022068214e-4,0.0024255432407022793
A,3,rz538b,2281.2,0.7788654849228434,6.35847591263573e-5,0.0012866529743816915
A,3,gpm938a,2283.44,0.7788817163763617,6.25620199825748e-5,0.0012703745158074108
A,3,gpm820b,2284.1,0.7114665160217344,5.812910726143434e-4,0.006969649678680746
A,3,AY106026,2285.44,0.24671538802931428,5.812320271857899e-4,0.0027679897441543915
A,3,asg39,2286.2,0.3379492262326078,5.815661326556216e-4,0.0036317090448311946
A,3,IDP249,2286.76,0.4795509059135785,8.662470104025326e-5,9.871329550192572e-4
A,3,BE639846,2293.7,0.5102234893097278,0.004418630456100988,0.024903928517483232
A,3,IDP854,2296.28,0.016618894580858325,0.001870943738618691,0.0018448277285851103
A,3,IDP522,2296.32,0.04055444325307269,8.800794730178043e-4,0.0013419066431812645
A,3,gpm799,2296.55,0.37405760120273723,0.01592366122521385,0.02024101218475739
A,3,umc2266,2304.4,0.36861826038238876,0.7016593892661901,0.5712368597638791
A,3,gpm274,2306.41,0.8517910760356355,0.552764551376036,0.8360216635738669
A,3,gpm44b,2312.52,0.6596047518664616,0.3935728445190068,0.6352751563102259
A,3,gpm425a,2316.97,0.7471466016092152,0.8256386422619149,0.9166162382078278
A,3,AY110055,2320.4,0.7037872829614855,0.502583980024079,0.6913813578186023
A,3,IDP4064,2321.06,0.77997747708271,0.25155423521230796,0.5268830354776056
A,3,mmp27,2321.5,0.3767460864495888,0.9098819864558787,0.790117793948911
A,3,jpsb79,2321.6,0.44423348720231204,0.6681883496227481,0.7162441996138023
A,3,IDP434,2323.11,0.5687293671750109,0.05398775158189922,0.15605787245125882
A,3,psr754a,2330,0.7664590396207198,0.11512333265593098,0.3833619093563316
A,3,IDP842,2331.19,0.8580124877566441,0.010215210777625269,0.07345135079415473
A,3,umc2268,2331.2,0.8515038937934234,0.13162593636465283,0.4234741057250963
A,3,gpm298,2334.98,0.9344556543953868,0.7456660222288942,0.9566648246028394
A,3,gpm753d,2336,0.9993305756671627,0.6860879265123163,0.9691704900286919
A,3,gpm716d,2336.23,0.9911684716584782,0.743454967693267,0.9738893660763552
A,3,lim331a,2338.21,0.9483227331584185,0.6684136287331385,0.9206428903107748
A,3,gpm37,2338.62,0.30025327241018185,0.9940987920550027,0.7634665665451434
A,3,umc1644,2343.2,0.03243514260589808,0.90914841879389785,0.21977913344409142
A,3,gpm588a,2347.02,0.9999952722399362,0.1995612088335675,0.6465148228193442
A,3,IDP1440,2347.28,0.9714014249670413,0.4276510663273372,0.852187351103463
A,3,mmp5,2347.6,0.8187731178994354,0.38855392237271424,0.714220753273346
A,3,csu1183,2350.2,0.9252170993736972,0.8268131983039004,0.9753644525555101
A,3,bnlg1951,2351.7,0.8521928767113829,0.7598605562717652,0.9464443171571671
A,3,gpm716b,2351.84,0.8644949377468029,0.3166158966268053,0.7278143954027936
A,3,IDP338,2352.4,0.9378856595419616,0.15786611983507545,0.5094062165121143
A,3,IDP3874,2353.81,0.9641389661269826,0.15893540677380968,0.5502918854259676
A,3,gpm34b,2355.3,0.992776594509027,0.05386559845862285,0.30200168072255545
A,3,IDP1680,2357.88,0.9681525504229691,0.1437416676022638,0.5230786294151023
A,3,csu191,2358.1,0.9178883003687575,0.12634911625922896,0.4940789058428674
A,3,IDP149,2360.3,0.9782368192885791,0.5722531872257705,0.9052694362281275
A,3,bnlg1160,2361.5,0.04730524363231936,0.3503354498611154,0.22524508620094838
A,3,gpm416b,2361.51,0.2953759513154811,0.9075595608794524,0.6790342646206354
A,3,gpm211,2361.52,0.30182483138525174,0.9080926080664666,0.6855981583990653
A,3,umc2270,2364.11,0.8152324625943548,0.1741918957159686,0.4915857108143757
A,3,IDP1689,2364.96,0.7659020068641366,0.12417053386586019,0.383874732382312
A,3,IDP2348,2367.74,0.7016495228376877,0.1126406296867877,0.3227095481821019
A,3,sdg113,2368.7,0.7103715370743574,0.006999513773427976,0.043251700773730625
A,3,lim424,2373.11,0.8850641243475811,0.10608976047687536,0.3786101933723455
A,3,lim269,2374.81,0.594646373702548,0.25195682959679305,0.4725376136514996
A,3,AY111125,2377.31,0.4455108652675382,0.35788349943998987,0.4713309075693427
A,3,php15033,2381.21,0.5487560630518553,0.06676791451467276,0.15793521079273665
A,3,bnlg197,2381.61,0.20988371067354328,0.06081460172002695,0.06767650481526002
A,3,AI770795,2382.81,0.4863948704237434,0.05112108532381904,0.1423883048388446
A,3,asg7b,2387.11,0.5287156350758283,0.020265101144266835,0.093720931227198
A,3,bnl6.16a,2390.81,0.006325909059860046,0.09630925786603808,0.007717461741158465
A,3,umc3b,2399.51,0.7388257429847358,0.7286142163684624,0.8615312381279784
A,3,umc2050,2408.31,0.9544277976954838,0.9859543110782181,0.998456107869667
A,3,umc1135,2410.31,0.9531010789972283,0.9848551250275566,0.9983295807518735
A,3,umc1767,2412.11,0.7074442788490768,0.9552432192732777,0.938649195108092
A,3,gpm811,2412.95,0.7364043791695168,0.8385992226297955,0.8906108935132342
A,3,AY107018,2414.15,0.9808831375922519,0.9989561969318482,0.9998785644238752
A,3,umc2272,2414.31,0.457589648382453,0.749269240353538,0.8497534669877207
A,3,umc1528,2414.51,0.49812789961375936,0.7893581282838542,0.875590519325861
A,3,gpm159,2414.71,0.26215000149351414,0.7702142653997108,0.49623509366072927
A,3,bnlg1605,2414.72,0.26096263520518775,0.7695431450397581,0.49460748737992133
A,3,IDP3775b,2415.13,0.9947030727456753,0.999974709931703,0.9999938694050061
A,3,gpm823,2415.77,0.5975455399290439,0.9997224816631655,0.937491873981465
A,3,IDP1617,2417.15,0.8373307101440708,0.31675403366883514,0.6179450195452894
A,3,IDP783,2418.66,0.4312031283501002,0.6264314874002997,0.6730039629314128
A,3,gpm649,2419.1,0.9490860189950968,0.9168979990544226,0.990368198608229
A,3,IDP137,2420.63,0.9061820200512365,0.18334599515442587,0.509886045968337
A,3,gpm664,2432.17,0.8863698517435099,0.5201259128626828,0.7951422972112703
A,3,AY104511,2432.22,0.970132000817141,0.4611196005586267,0.8028785181987061
A,3,AY109828,2436.62,0.9845127917662958,0.9909744094618566,0.9994910523885343
A,3,asg10,2437.52,0.057300986549181296,0.9914415723162653,0.3114684399834772
A,3,umc1489,2437.72,0.8656293541471933,0.9632705751156814,0.9894412556976503
A,3,umc2273,2438.12,0.9796640481304966,0.7981311719297093,0.9818167699321034
A,3,umc1404,2438.42,0.06720374722890904,0.9914318985204316,0.3434043682991939
A,3,gpm395a,2438.83,0.9296515786129432,0.825280794111849,0.9606643756038045
A,3,gpm219,2442.69,0.3576615216108739,0.8489528532489027,0.6037332312941937
A,3,gpm700,2442.82,0.27258778698837216,0.8598450534940097,0.4886366283157328
A,3,sdg117a,2445.09,0.08898275192211186,0.5042365830446989,0.06351336867930236
A,3,smh4,2447.74,0.39133757307856915,0.9651634649263412,0.7566121697988561
A,3,AY106518,2449.15,0.4431559482200253,0.9873579439846281,0.8276243728590175
A,3,umc1825,2449.62,0.5530245741840843,0.03251980164673681,0.06101163436511685
A,3,IDP3772,2453.17,0.9032882306395287,0.03935130561274239,0.16281387244560983
A,3,IDP3894,2453.68,0.8791622827412084,0.12394238782828633,0.345914727878862
A,3,umc17a,2455.62,0.7495593121484748,0.9560194990246145,0.9231311118981903
A,3,AW258116,2457.11,0.6613135070182106,0.9209587542271449,0.8930027340072804
A,3,IDP583,2466.61,0.9296152444331724,0.597228635355686,0.9066504035414581
A,3,IDP3846,2467.16,0.6239573382615061,0.44387751283471716,0.6655541729268319
A,3,AY105849,2467.72,0.25830955742589207,0.9515619003144672,0.6597806367569721
A,3,gpm365c,2476.25,0.8909434470630904,0.6108154849780755,0.893430851272276
A,3,gpm239a,2476.78,0.8780132175550549,0.5887396829183691,0.8801800216865735
A,3,umc2274,2478.72,0.7153686428415443,0.3628405474055668,0.6411914423381736
A,3,umc1140,2479.32,0.6084275649242422,0.39239820716553736,0.5359190240711145
A,3,umc2275,2480.32,0.5915422590253613,0.44632435468361636,0.5903918953348787
A,3,mmc0251,2481.52,0.6767348473333444,0.8070674548001717,0.8942997484512613
A,3,cdo118,2481.92,0.6960208880784678,0.7800061043876942,0.8924717476432455
A,3,IDP472,2483.69,0.47752244897263957,0.6290092529163411,0.7225316086293622
A,3,gpm892,2483.8,0.06517396486237152,0.9914346511920149,0.33948942543965294
A,3,gpm268c,2483.85,0.9998975166992754,0.86372358461754,0.9955050847029415
A,3,umc1915,2487.62,0.37333955678850106,0.7782993782411036,0.6358357754002754
A,3,bnlg1108,2488.72,0.06039950344861432,0.29086951680870926,0.21952754708540223
A,3,gpm850b,2489.07,0.9336728734048072,0.2084530088678229,0.6363212131137738
A,3,IDP546,2490.97,0.9449604128557203,0.22797869125078998,0.6598589723198773
A,3,IDP3849,2492.24,0.9639788319821829,0.3296355591324086,0.7762435213440302
A,3,IDP3927,2492.25,0.9639332016917027,0.3295193090851724,0.7760953280090842
A,3,IDP3813,2494.1,0.9588630419138315,0.3326995182364769,0.7714170790936286
A,3,IDP1608,2494.28,0.9228722697967635,0.29013174586354884,0.7076468836427983
A,3,gpm173,2495.42,0.04301795095873626,0.9247315338252535,0.2335712740367046
A,3,sdg115,2495.73,0.015980020020251555,0.24867109686716923,0.10379859150619254
A,3,umc2081,2497.23,0.4492094740955643,0.893497993698805,0.8219221815202293
A,3,php10080,2502.53,0.8185168678347954,0.6831799038886751,0.9029730380630827
A,3,umc1320,2503.93,0.9543125345645662,0.6703842709911745,0.9405027389648579
A,3,umc1273,2504.93,0.9007518585018837,0.42047774801632315,0.7842561577506295
A,3,AY109934,2508.43,0.5859981762734352,0.542451516201964,0.724236810105379
A,3,umc2276,2522.53,0.9186864031547362,0.6714716421353305,0.9002668896111834
A,3,IDP128,2529.68,0.9505779219104857,0.08929163237484734,0.37900032463038974
A,3,umc2174,2553.73,0.9423313297406709,0.7470670398677282,0.9724303349956371
A,3,AY110540,2561.33,0.9749851987390052,0.990690240219423,0.9988774983408992
