"","sampNum","Plot","Sample..","Year","Genotype","Replicate","Derivation","Barcode","Date","RNAlater","Time","Temp..in.C","Additional.Notes.","info.about.qPCR.at.ARQ"
"450",450,"74","450","2016","Mo058","B","2015_74self","74_B_450","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"451",451,"74","451","2016","Mo058","C","2015_74self","74_C_451","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"452",452,"74","452","2016","Mo058","D","2015_74self","74_D_452","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"453",453,"74","453","2016","Mo058","A","2015_74self","74_A_453","6/21/16","No","1:00-1:30PM","29-31 C","",""
"454",454,"74","454","2016","Mo058","B","2015_74self","74_B_454","6/21/16","No","1:00-1:30PM","29-31 C","",""
"455",455,"74","455","2016","Mo058","C","2015_74self","74_C_455","6/21/16","No","1:00-1:30PM","29-31 C","",""
"456",456,"74","456","2016","Mo058","D","2015_74self","74_D_456","6/21/16","No","1:00-1:30PM","29-31 C","",""
"457",457,"75","457","2016","Mo060","A","2015_75self","75_A_457","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"458",458,"75","458","2016","Mo060","B","2015_75self","75_B_458","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"459",459,"75","459","2016","Mo060","C","2015_75self","75_C_459","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"460",460,"75","460","2016","Mo060","D","2015_75self","75_D_460","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"461",461,"75","461","2016","Mo060","A","2015_75self","75_A_461","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"462",462,"75","462","2016","Mo060","B","2015_75self","75_B_462","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"463",463,"75","463","2016","Mo060","C","2015_75self","75_C_463","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"464",464,"75","464","2016","Mo060","D","2015_75self","75_D_464","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"465",465,"75","465","2016","Mo060","A","2015_75self","75_A_465","6/21/16","No","1:00-1:30PM","29-31 C","",""
"466",466,"75","466","2016","Mo060","B","2015_75self","75_B_466","6/21/16","No","1:00-1:30PM","29-31 C","",""
"467",467,"75","467","2016","Mo060","C","2015_75self","75_C_467","6/21/16","No","1:00-1:30PM","29-31 C","",""
"468",468,"75","468","2016","Mo060","D","2015_75self","75_D_468","6/21/16","No","1:00-1:30PM","29-31 C","",""
"469",469,"78","469","2016","Mo061","A","2015_78","78_A_469","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"470",470,"78","470","2016","Mo061","B","2015_78","78_B_470","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"471",471,"78","471","2016","Mo061","C","2015_78","78_C_471","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"472",472,"78","472","2016","Mo061","D","2015_78","78_D_472","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"473",473,"78","473","2016","Mo061","A","2015_78","78_A_473","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"474",474,"78","474","2016","Mo061","B","2015_78","78_B_474","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"475",475,"78","475","2016","Mo061","C","2015_78","78_C_475","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"476",476,"78","476","2016","Mo061","D","2015_78","78_D_476","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"477",477,"78","477","2016","Mo061","A","2015_78","78_A_477","6/21/16","No","1:00-1:30PM","29-31 C","",""
"478",478,"78","478","2016","Mo061","B","2015_78","78_B_478","6/21/16","No","1:00-1:30PM","29-31 C","",""
"479",479,"78","479","2016","Mo061","C","2015_78","78_C_479","6/21/16","No","1:00-1:30PM","29-31 C","",""
"480",480,"78","480","2016","Mo061","D","2015_78","78_D_480","6/21/16","No","1:00-1:30PM","29-31 C","",""
"481",481,"79","481","2016","Mo063","A","2015_79","79_A_481","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"482",482,"79","482","2016","Mo063","B","2015_79","79_B_482","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"483",483,"79","483","2016","Mo063","C","2015_79","79_C_483","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"484",484,"79","484","2016","Mo063","D","2015_79","79_D_484","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"485",485,"79","485","2016","Mo063","A","2015_79","79_A_485","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"486",486,"79","486","2016","Mo063","B","2015_79","79_B_486","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"487",487,"79","487","2016","Mo063","C","2015_79","79_C_487","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"488",488,"79","488","2016","Mo063","D","2015_79","79_D_488","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"489",489,"79","489","2016","Mo063","A","2015_79","79_A_489","6/21/16","No","1:00-1:30PM","29-31 C","",""
"490",490,"79","490","2016","Mo063","B","2015_79","79_B_490","6/21/16","No","1:00-1:30PM","29-31 C","",""
"491",491,"79","491","2016","Mo063","C","2015_79","79_C_491","6/21/16","No","1:00-1:30PM","29-31 C","",""
"492",492,"79","492","2016","Mo063","D","2015_79","79_D_492","6/21/16","No","1:00-1:30PM","29-31 C","",""
"493",493,"82","493","2016","B73","A","Q280bulk(greenhouse)","82_A_493","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"494",494,"82","494","2016","B73","B","Q280bulk(greenhouse)","82_B_494","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"495",495,"82","495","2016","B73","C","Q280bulk(greenhouse)","82_C_495","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"496",496,"82","496","2016","B73","D","Q280bulk(greenhouse)","82_D_496","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"497",497,"82","497","2016","B73","A","Q280bulk(greenhouse)","82_A_497","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU July 2018 plate3",""
"498",498,"82","498","2016","B73","B","Q280bulk(greenhouse)","82_B_498","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"499",499,"82","499","2016","B73","C","Q280bulk(greenhouse)","82_C_499","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"500",500,"82","500","2016","B73","D","Q280bulk(greenhouse)","82_D_500","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"501",501,"82","501","2016","B73","A","Q280bulk(greenhouse)","82_A_501","6/21/16","No","1:00-1:30PM","29-31 C","",""
"502",502,"82","502","2016","B73","B","Q280bulk(greenhouse)","82_B_502","6/21/16","No","1:00-1:30PM","29-31 C","",""
"503",503,"82","503","2016","B73","C","Q280bulk(greenhouse)","82_C_503","6/21/16","No","1:00-1:30PM","29-31 C","",""
"504",504,"82","504","2016","B73","D","Q280bulk(greenhouse)","82_D_504","6/21/16","No","1:00-1:30PM","29-31 C","",""
"517",517,"86","505","2016","Mo074","A","2015_86self","86_A_505","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"518",518,"86","506","2016","Mo074","B","2015_86self","86_B_506","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"519",519,"86","507","2016","Mo074","C","2015_86self","86_C_507","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"520",520,"86","508","2016","Mo074","D","2015_86self","86_D_508","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"521",521,"86","509","2016","Mo074","A","2015_86self","86_A_509","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"522",522,"86","510","2016","Mo074","B","2015_86self","86_B_510","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"523",523,"86","511","2016","Mo074","C","2015_86self","86_C_511","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"524",524,"86","512","2016","Mo074","D","2015_86self","86_D_512","6/16/16","Yes ","1:00-2:30 PM","32-34 C","",""
"525",525,"86","513","2016","Mo074","A","2015_86self","86_A_513","6/21/16","No","1:00-1:30PM","29-31 C","",""
"526",526,"86","514","2016","Mo074","B","2015_86self","86_B_514","6/21/16","No","1:00-1:30PM","29-31 C","",""
"527",527,"86","515","2016","Mo074","C","2015_86self","86_C_515","6/21/16","No","1:00-1:30PM","29-31 C","",""
"528",528,"86","516","2016","Mo074","D","2015_86self","86_D_516","6/21/16","No","1:00-1:30PM","29-31 C","",""
"529",529,"87","517","2016","Mo076","A","2015_87self","87_A_517","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"530",530,"87","518","2016","Mo076","B","2015_87self","87_B_518","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"531",531,"87","519","2016","Mo076","C","2015_87self","87_C_519","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"532",532,"87","520","2016","Mo076","D","2015_87self","87_D_520","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"533",533,"87","521","2016","Mo076","A","2015_87self","87_A_521","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"534",534,"87","522","2016","Mo076","B","2015_87self","87_B_522","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"535",535,"87","523","2016","Mo076","C","2015_87self","87_C_523","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"536",536,"87","524","2016","Mo076","D","2015_87self","87_D_524","6/16/16","Yes ","1:00-2:30 PM","32-34 C","",""
"537",537,"87","525","2016","Mo076","A","2015_87self","87_A_525","6/21/16","No","1:00-1:30PM","29-31 C","",""
"538",538,"87","526","2016","Mo076","B","2015_87self","87_B_526","6/21/16","No","1:00-1:30PM","29-31 C","",""
"539",539,"87","527","2016","Mo076","C","2015_87self","87_C_527","6/21/16","No","1:00-1:30PM","29-31 C","",""
"540",540,"87","528","2016","Mo076","D","2015_87self","87_D_528","6/21/16","No","1:00-1:30PM","29-31 C","",""
"541",541,"90","529","2016","Mo077","A","2015_90self","90_A_529","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"542",542,"90","530","2016","Mo077","B","2015_90self","90_B_530","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"543",543,"90","531","2016","Mo077","C","2015_90self","90_C_531","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"544",544,"90","532","2016","Mo077","D","2015_90self","90_D_532","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"545",545,"90","533","2016","Mo077","A","2015_90self","90_A_533","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"546",546,"90","534","2016","Mo077","B","2015_90self","90_B_534","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"547",547,"90","535","2016","Mo077","C","2015_90self","90_C_535","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"548",548,"90","536","2016","Mo077","D","2015_90self","90_D_536","6/16/16","Yes ","1:00-2:30 PM","32-34 C","",""
"549",549,"90","537","2016","Mo077","A","2015_90self","90_A_537","6/21/16","No","1:00-1:30PM","29-31 C","",""
"550",550,"90","538","2016","Mo077","B","2015_90self","90_B_538","6/21/16","No","1:00-1:30PM","29-31 C","",""
"551",551,"90","539","2016","Mo077","C","2015_90self","90_C_539","6/21/16","No","1:00-1:30PM","29-31 C","",""
"552",552,"90","540","2016","Mo077","D","2015_90self","90_D_540","6/21/16","No","1:00-1:30PM","29-31 C","",""
"553",553,"91","541","2016","Mo079","A","2015_91self","91_A_541","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"554",554,"91","542","2016","Mo079","B","2015_91self","91_B_542","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"555",555,"91","543","2016","Mo079","C","2015_91self","91_C_543","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"556",556,"91","544","2016","Mo079","D","2015_91self","91_D_544","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"557",557,"91","545","2016","Mo079","A","2015_91self","91_A_545","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"558",558,"91","546","2016","Mo079","B","2015_91self","91_B_546","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"559",559,"91","547","2016","Mo079","C","2015_91self","91_C_547","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"560",560,"91","548","2016","Mo079","D","2015_91self","91_D_548","6/16/16","Yes ","1:00-2:30 PM","32-34 C","",""
"561",561,"91","549","2016","Mo079","A","2015_91self","91_A_549","6/21/16","No","1:00-1:30PM","29-31 C","",""
"562",562,"91","550","2016","Mo079","B","2015_91self","91_B_550","6/21/16","No","1:00-1:30PM","29-31 C","",""
"563",563,"91","551","2016","Mo079","C","2015_91self","91_C_551","6/21/16","No","1:00-1:30PM","29-31 C","",""
"564",564,"91","552","2016","Mo079","D","2015_91self","91_D_552","6/21/16","No","1:00-1:30PM","29-31 C","",""
"565",565,"94","553","2016","Mo262","A","2015_94self","94_A_553","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"566",566,"94","554","2016","Mo262","B","2015_94self","94_B_554","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"567",567,"94","555","2016","Mo262","C","2015_94self","94_C_555","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"568",568,"94","556","2016","Mo262","D","2015_94self","94_D_556","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"569",569,"94","557","2016","Mo262","A","2015_94self","94_A_557","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"570",570,"94","558","2016","Mo262","B","2015_94self","94_B_558","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"571",571,"94","559","2016","Mo262","C","2015_94self","94_C_559","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"572",572,"94","560","2016","Mo262","D","2015_94self","94_D_560","6/16/16","Yes ","1:00-2:30 PM","32-34 C","",""
"573",573,"94","561","2016","Mo262","A","2015_94self","94_A_561","6/21/16","No","1:00-1:30PM","29-31 C","",""
"574",574,"94","562","2016","Mo262","B","2015_94self","94_B_562","6/21/16","No","1:00-1:30PM","29-31 C","",""
"575",575,"94","563","2016","Mo262","C","2015_94self","94_C_563","6/21/16","No","1:00-1:30PM","29-31 C","",""
"576",576,"94","564","2016","Mo262","D","2015_94self","94_D_564","6/21/16","No","1:00-1:30PM","29-31 C","",""
"577",577,"95","565","2016","Mo264","A","2015_95self","95_A_565","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"578",578,"95","566","2016","Mo264","B","2015_95self","95_B_566","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"579",579,"95","567","2016","Mo264","C","2015_95self","95_C_567","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"580",580,"95","568","2016","Mo264","D","2015_95self","95_D_568","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"581",581,"95","569","2016","Mo264","A","2015_95self","95_A_569","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"582",582,"95","570","2016","Mo264","B","2015_95self","95_B_570","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"583",583,"95","571","2016","Mo264","C","2015_95self","95_C_571","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"584",584,"95","572","2016","Mo264","D","2015_95self","95_D_572","6/16/16","Yes ","1:00-2:30 PM","32-34 C","",""
"585",585,"95","573","2016","Mo264","A","2015_95self","95_A_573","6/21/16","No","1:00-1:30PM","29-31 C","",""
"586",586,"95","574","2016","Mo264","B","2015_95self","95_B_574","6/21/16","No","1:00-1:30PM","29-31 C","",""
"587",587,"95","575","2016","Mo264","C","2015_95self","95_C_575","6/21/16","No","1:00-1:30PM","29-31 C","",""
"588",588,"95","576","2016","Mo264","D","2015_95self","95_D_576","6/21/16","No","1:00-1:30PM","29-31 C","",""
"589",589,"98","577","2016","Mo265","A","2015_98self","98_A_577","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"590",590,"98","578","2016","Mo265","B","2015_98self","98_B_578","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"591",591,"98","579","2016","Mo265","C","2015_98self","98_C_579","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"592",592,"98","580","2016","Mo265","D","2015_98self","98_D_580","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"593",593,"98","581","2016","Mo265","A","2015_98self","98_A_581","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"594",594,"98","582","2016","Mo265","B","2015_98self","98_B_582","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"595",595,"98","583","2016","Mo265","C","2015_98self","98_C_583","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"596",596,"98","584","2016","Mo265","D","2015_98self","98_D_584","6/16/16","Yes ","1:00-2:30 PM","32-34 C","",""
"597",597,"98","585","2016","Mo265","A","2015_98self","98_A_585","6/21/16","No","1:00-1:30PM","29-31 C","",""
"598",598,"98","586","2016","Mo265","B","2015_98self","98_B_586","6/21/16","No","1:00-1:30PM","29-31 C","",""
"599",599,"98","587","2016","Mo265","C","2015_98self","98_C_587","6/21/16","No","1:00-1:30PM","29-31 C","",""
"600",600,"98","588","2016","Mo265","D","2015_98self","98_D_588","6/21/16","No","1:00-1:30PM","29-31 C","",""
"601",601,"99","589","2016","Mo266","A","2015_99self","99_A_589","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"602",602,"99","590","2016","Mo266","B","2015_99self","99_B_590","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"603",603,"99","591","2016","Mo266","C","2015_99self","99_C_591","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"604",604,"99","592","2016","Mo266","D","2015_99self","99_D_592","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"605",605,"99","593","2016","Mo266","A","2015_99self","99_A_593","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"606",606,"99","594","2016","Mo266","B","2015_99self","99_B_594","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"607",607,"99","595","2016","Mo266","C","2015_99self","99_C_595","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"608",608,"99","596","2016","Mo266","D","2015_99self","99_D_596","6/16/16","Yes ","1:00-2:30 PM","32-34 C","",""
"609",609,"99","597","2016","Mo266","A","2015_99self","99_A_597","6/21/16","No","1:00-1:30PM","29-31 C","",""
"610",610,"99","598","2016","Mo266","B","2015_99self","99_B_598","6/21/16","No","1:00-1:30PM","29-31 C","",""
"611",611,"99","599","2016","Mo266","C","2015_99self","99_C_599","6/21/16","No","1:00-1:30PM","29-31 C","",""
"612",612,"99","600","2016","Mo266","D","2015_99self","99_D_600","6/21/16","No","1:00-1:30PM","29-31 C","",""
"613",613,"102","601","2016","Mo267","A","2015_102self","102_A_601","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"614",614,"102","602","2016","Mo267","B","2015_102self","102_B_602","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"615",615,"102","603","2016","Mo267","C","2015_102self","102_C_603","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"616",616,"102","604","2016","Mo267","D","2015_102self","102_D_604","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"617",617,"102","605","2016","Mo267","A","2015_102self","102_A_605","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"618",618,"102","606","2016","Mo267","B","2015_102self","102_B_606","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"619",619,"102","607","2016","Mo267","C","2015_102self","102_C_607","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"620",620,"102","608","2016","Mo267","D","2015_102self","102_D_608","6/16/16","Yes ","1:00-2:30 PM","32-34 C","",""
"621",621,"102","609","2016","Mo267","A","2015_102self","102_A_609","6/21/16","No","1:00-1:30PM","29-31 C","",""
"622",622,"102","610","2016","Mo267","B","2015_102self","102_B_610","6/21/16","No","1:00-1:30PM","29-31 C","",""
"623",623,"102","611","2016","Mo267","C","2015_102self","102_C_611","6/21/16","No","1:00-1:30PM","29-31 C","",""
"624",624,"102","612","2016","Mo267","D","2015_102self","102_D_612","6/21/16","No","1:00-1:30PM","29-31 C","",""
"625",625,"103","613","2016","Mo269","A","2015_103self","103_A_613","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"626",626,"103","614","2016","Mo269","B","2015_103self","103_B_614","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"627",627,"103","615","2016","Mo269","C","2015_103self","103_C_615","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"628",628,"103","616","2016","Mo269","D","2015_103self","103_D_616","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"629",629,"103","617","2016","Mo269","A","2015_103self","103_A_617","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"630",630,"103","618","2016","Mo269","B","2015_103self","103_B_618","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"631",631,"103","619","2016","Mo269","C","2015_103self","103_C_619","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"632",632,"103","620","2016","Mo269","D","2015_103self","103_D_620","6/16/16","Yes ","1:00-2:30 PM","32-34 C","",""
"633",633,"103","621","2016","Mo269","A","2015_103self","103_A_621","6/21/16","No","1:00-1:30PM","29-31 C","",""
"634",634,"103","622","2016","Mo269","B","2015_103self","103_B_622","6/21/16","No","1:00-1:30PM","29-31 C","",""
"635",635,"103","623","2016","Mo269","C","2015_103self","103_C_623","6/21/16","No","1:00-1:30PM","29-31 C","",""
"636",636,"103","624","2016","Mo269","D","2015_103self","103_D_624","6/21/16","No","1:00-1:30PM","29-31 C","",""
"637",637,"106","625","2016","Mo272","A","2015_106self","106_A_625","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"638",638,"106","626","2016","Mo272","B","2015_106self","106_B_626","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"639",639,"106","627","2016","Mo272","C","2015_106self","106_C_627","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"640",640,"106","628","2016","Mo272","D","2015_106self","106_D_628","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"641",641,"106","629","2016","Mo272","A","2015_106self","106_A_629","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"642",642,"106","630","2016","Mo272","B","2015_106self","106_B_630","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"643",643,"106","631","2016","Mo272","C","2015_106self","106_C_631","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"644",644,"106","632","2016","Mo272","D","2015_106self","106_D_632","6/16/16","Yes ","1:00-2:30 PM","32-34 C","",""
"645",645,"106","633","2016","Mo272","A","2015_106self","106_A_633","6/21/16","No","1:00-1:30PM","29-31 C","",""
"646",646,"106","634","2016","Mo272","B","2015_106self","106_B_634","6/21/16","No","1:00-1:30PM","29-31 C","",""
"647",647,"106","635","2016","Mo272","C","2015_106self","106_C_635","6/21/16","No","1:00-1:30PM","29-31 C","",""
"648",648,"106","636","2016","Mo272","D","2015_106self","106_D_636","6/21/16","No","1:00-1:30PM","29-31 C","",""
"649",649,"107","637","2016","Mo275","A","2011_61","107_A_637","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"650",650,"107","638","2016","Mo275","B","2011_62","107_B_638","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"651",651,"107","639","2016","Mo275","C","2011_63","107_C_639","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"652",652,"107","640","2016","Mo275","D","2011_64","107_D_640","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"653",653,"107","641","2016","Mo275","A","2011_61","107_A_641","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"654",654,"107","642","2016","Mo275","B","2011_62","107_B_642","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"655",655,"107","643","2016","Mo275","C","2011_63","107_C_643","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"656",656,"107","644","2016","Mo275","D","2011_64","107_D_644","6/16/16","Yes ","1:00-2:30 PM","32-34 C","",""
"657",657,"107","645","2016","Mo275","A","2011_61","107_A_645","6/21/16","No","1:00-1:30PM","29-31 C","",""
"658",658,"107","646","2016","Mo275","B","2011_62","107_B_646","6/21/16","No","1:00-1:30PM","29-31 C","",""
"659",659,"107","647","2016","Mo275","C","2011_63","107_C_647","6/21/16","No","1:00-1:30PM","29-31 C","",""
"660",660,"107","648","2016","Mo275","D","2011_64","107_D_648","6/21/16","No","1:00-1:30PM","29-31 C","",""
"661",661,"110","649","2016","Mo276","A","2015_110self","110_A_649","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"662",662,"110","650","2016","Mo276","B","2015_110self","110_B_650","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"663",663,"110","651","2016","Mo276","C","2015_110self","110_C_651","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"664",664,"110","652","2016","Mo276","D","2015_110self","110_D_652","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"665",665,"110","653","2016","Mo276","A","2015_110self","110_A_653","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016",""
"666",666,"110","654","2016","Mo276","B","2015_110self","110_B_654","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016",""
"667",667,"110","655","2016","Mo276","C","2015_110self","110_C_655","6/16/16","Yes","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016",""
"668",668,"110","656","2016","Mo276","D","2015_110self","110_D_656","6/16/16","Yes ","1:00-2:30 PM","32-34 C","sent to ISU Oct 25, 2016",""
"669",669,"110","657","2016","Mo276","A","2015_110self","110_A_657","6/21/16","No","1:00-1:30PM","29-31 C","",""
"670",670,"110","658","2016","Mo276","B","2015_110self","110_B_658","6/21/16","No","1:00-1:30PM","29-31 C","",""
"671",671,"110","659","2016","Mo276","C","2015_110self","110_C_659","6/21/16","No","1:00-1:30PM","29-31 C","",""
"672",672,"110","660","2016","Mo276","D","2015_110self","110_D_660","6/21/16","No","1:00-1:30PM","29-31 C","",""
"673",673,"111","661","2016","Mo281","A","2015_111self","111_A_661","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"674",674,"111","662","2016","Mo281","B","2015_111self","111_B_662","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"675",675,"111","663","2016","Mo281","C","2015_111self","111_C_663","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"676",676,"111","664","2016","Mo281","D","2015_111self","111_D_664","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"677",677,"111","665","2016","Mo281","A","2015_111self","111_A_665","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"678",678,"111","666","2016","Mo281","B","2015_111self","111_B_666","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"679",679,"111","667","2016","Mo281","C","2015_111self","111_C_667","6/16/16","Yes","1:00-2:30 PM","32-34 C","",""
"680",680,"111","668","2016","Mo281","D","2015_111self","111_D_668","6/16/16","Yes ","1:00-2:30 PM","32-34 C","",""
"681",681,"111","669","2016","Mo281","A","2015_111self","111_A_669","6/21/16","No","1:00-1:30PM","29-31 C","",""
"682",682,"111","670","2016","Mo281","B","2015_111self","111_B_670","6/21/16","No","1:00-1:30PM","29-31 C","",""
"683",683,"111","671","2016","Mo281","C","2015_111self","111_C_671","6/21/16","No","1:00-1:30PM","29-31 C","",""
"684",684,"111","672","2016","Mo281","D","2015_111self","111_D_672","6/21/16","No","1:00-1:30PM","29-31 C","",""
"685",685,"114","673","2016","Mo284","A","2015_114self","114_A_673","6/11/16","No","1:00-3:00 PM","30-34 C","",""
"686",686,"114","674","2016","Mo284","B","2015_114self","114_B_674","6/11/16","No","1:00-3:00 PM","30-34 C","",""
